"mcg";"gvh";"alm";"mit";"erl";"pox";"vac";"nuc";"SequenceName";"Class";"att11"
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"UBC2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RAD7_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RAD9_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"SRS2_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RAM1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RAM2_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RAP1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RAS1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RAS2_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RAT1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RCA1_YEAST";"MIT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"REB1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R102_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R104_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"R114_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RED1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RER1_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"DPOX_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RFA1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RFA2_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RFA3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RFC2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RFC3_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RFC4_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RFT1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RGM1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RHO1_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RHO2_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RIF1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RIM1_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RIM2_YEAST";"MIT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UCRI_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RME1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RNA1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RN12_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RN14_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RN15_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"ROX1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"ROX3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RS3A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RS3B_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"R13A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL18_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL18_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RS24_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RS24_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R17A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R17B_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R61A_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RPA9_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RPA2_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RPA1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RPA3_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RPBX_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RPBY_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RPB2_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPB3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RPB4_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPB5_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPB6_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RPB7_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPB8_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPB9_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPCX_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RPC2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPC9_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RPC8_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RPC6_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RPC5_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RPC4_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RPC3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RPD3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL15_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL15_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R14A_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R14B_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RL12_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RL12_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL16_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RL1A_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"RL1A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R16A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R16B_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL17_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL19_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL19_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RL25_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL27_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL2_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL2_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL3A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RL3B_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RL3E_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL34_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R37A_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"R37B_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL44_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL44_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL46_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL41_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL41_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL4A_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RL4B_YEAST";"CYT";
